"","Name","MinYear","MaxYear","MaxCount","SumCount","Perc"
"113","Graysen",1989,2014,249,1644,0.151459854014599
"114","Maxton",1927,2014,300,2012,0.149105367793241
"115","Jaxsen",1998,2014,154,1038,0.148362235067437
"116","Braylen",1991,2014,1009,6804,0.148295120517343
"117","Bode",1998,2014,293,1978,0.148129423660263
"118","Male",1963,2014,223,1508,0.147877984084881
"119","Ayan",1975,2014,207,1411,0.146704464918498
"120","Brecken",1990,2014,304,2073,0.146647370959961
"121","Rylen",1993,2014,250,1705,0.146627565982405
"122","Infant",1983,2013,596,4072,0.146365422396857
"123","Kyan",1977,2014,379,2597,0.145937620331151
"124","Tyriq",1991,2014,202,1391,0.145219266714594
"125","Elian",1996,2014,578,3996,0.144644644644645
"126","Kyson",1985,2014,408,2833,0.144016943169785
"127","Titan",1979,2014,271,1884,0.143842887473461
"128","Camdyn",1997,2014,277,1926,0.143821391484943
"129","Amare",1997,2014,638,4439,0.143726064428925
"130","Hudson",1880,2014,5199,36212,0.143571191870098
"131","Grayson",1905,2014,6532,45878,0.14237761018353
"132","Leonidas",1880,2014,488,3438,0.141942990110529
"133","Deacon",1968,2014,724,5110,0.141682974559687
"134","Atticus",1881,2014,846,5992,0.141188251001335
"135","Jensen",1927,2014,783,5555,0.140954095409541
"136","Lavar",1915,2014,279,1983,0.140695915279879
"137","Rowen",1944,2014,292,2086,0.139980824544583
"138","Masen",1990,2014,321,2299,0.13962592431492
"139","Raiden",1993,2014,589,4220,0.13957345971564
"140","Brayson",1994,2014,211,1512,0.139550264550265
"141","Yahir",1992,2014,1274,9152,0.139204545454545
"142","Kayden",1989,2014,4691,33773,0.138897936221242
"143","Briggs",1927,2014,269,1937,0.138874548270521
"144","Apollo",1965,2014,283,2043,0.138521781693588
"145","Talen",1982,2014,216,1564,0.138107416879795
"146","Azariah",1972,2014,264,1921,0.137428422696512
"147","Rayden",1991,2014,370,2696,0.137240356083086
"148","Flynn",1913,2014,388,2828,0.137199434229137
"149","Davante",1989,2014,169,1232,0.137175324675325
"150","Lincoln",1880,2014,4785,35092,0.136355864584521
"151","Yadiel",1999,2014,251,1842,0.136264929424539
"152","Luca",1915,2014,2291,16830,0.13612596553773
"153","Joziah",1995,2014,268,1973,0.135833755701977
"154","Wayde",1915,2014,252,1860,0.135483870967742
"155","Denzell",1987,2014,160,1181,0.135478408128704
"156","Diesel",2001,2014,154,1139,0.135206321334504
"157","Jace",1936,2014,6370,47312,0.134638146770375
"158","Kelan",1956,2014,201,1500,0.134
"159","Arian",1970,2014,494,3690,0.133875338753388
"160","Ryder",1960,2014,4073,30447,0.133773442375275
"161","Liam",1947,2014,18342,137181,0.133706562862204
"162","Kevon",1950,2014,649,4855,0.133676622039135
"163","Kasen",1992,2014,609,4556,0.133669885864794
"164","Mateo",1904,2014,3704,27719,0.133626754211912
"165","Gunner",1970,2014,1564,11760,0.132993197278912
"166","Mayson",1990,2014,338,2551,0.13249705997648
"167","Asher",1880,2014,4279,32431,0.131941660756683
"168","Kaidyn",1999,2014,189,1433,0.131891137473831
"169","Lindy",1923,2012,234,1777,0.131682611142375
"170","Maksim",1993,2014,204,1550,0.131612903225806
"171","Finley",1880,2014,829,6302,0.131545541098064
"172","Finn",1918,2014,1567,11930,0.131349538977368
"173","Benji",1952,2014,169,1290,0.131007751937985
"174","Braylon",1981,2014,1691,12911,0.130973588412981
"175","Maison",1988,2014,284,2173,0.130694891854579
"176","Kellan",1958,2014,841,6451,0.130367384901566
"177","Remington",1955,2014,1101,8460,0.130141843971631
"178","Kalel",1996,2014,257,1986,0.129405840886203
"179","Rayyan",1996,2014,184,1424,0.129213483146067
"180","Sawyer",1913,2014,3571,27743,0.128717153876654
"181","Mcarthur",1912,2014,289,2256,0.128102836879433
"182","Kallen",1963,2014,158,1239,0.127522195318805
"183","Drayden",1999,2014,166,1303,0.127398311588642
"184","Madden",1997,2014,470,3695,0.127198917456022
"185","Adyn",1999,2014,139,1097,0.126709206927985
"186","Kaiden",1992,2014,3247,25638,0.126647944457446
"187","Tyrik",1974,2014,162,1280,0.1265625
"188","Devonte",1980,2014,1325,10481,0.126419234805839
"189","Jaret",1964,2014,354,2809,0.126023495906016
"190","Case",1959,2014,618,4910,0.125865580448065
"191","Paxton",1921,2014,1495,11884,0.125799394143386
"192","Aven",1921,2014,175,1393,0.125628140703518
"193","Kason",1974,2014,864,6885,0.125490196078431
"194","Ace",1882,2014,818,6528,0.12530637254902
"195","Zayne",1982,2014,579,4632,0.125
"196","Rashaan",1971,2014,140,1123,0.1246660730187
"197","Yeshua",1976,2014,142,1140,0.124561403508772
"198","Krish",1985,2014,371,2980,0.124496644295302
"199","Kordell",1967,2014,174,1398,0.124463519313305
"200","Tyrique",1982,2014,212,1704,0.124413145539906
"201","Jahir",1990,2014,215,1729,0.124349334875651
"202","Kohen",1996,2014,234,1887,0.124006359300477
"203","Fox",1888,2014,163,1316,0.123860182370821
"204","Raquan",1987,2014,157,1268,0.123817034700315
"205","Dalvin",1921,2014,179,1448,0.123618784530387
"206","Christion",1979,2014,139,1126,0.123445825932504
"207","Jameson",1922,2014,2575,20888,0.123276522405209
"208","Anakin",1995,2014,218,1769,0.123233465234596
"209","Durell",1913,2014,208,1690,0.123076923076923
"210","Shaquan",1978,2014,244,1983,0.123045890065557
"211","Savon",1991,2014,179,1456,0.12293956043956
"212","Finnegan",1995,2014,625,5087,0.122862197758994
"213","Aidyn",1997,2014,364,2968,0.122641509433962
"214","Macarthur",1941,2014,142,1158,0.122625215889465
"215","Daulton",1916,2014,178,1453,0.122505161734343
"216","Braylin",1988,2014,218,1781,0.122403144300955
"217","Juelz",2002,2014,232,1901,0.122041031036297
"218","Ronan",1959,2014,858,7045,0.121788502484031
"219","Kymani",1997,2014,320,2629,0.121719284899201
"220","Tripp",1957,2014,385,3164,0.121681415929204
"221","Enzo",1915,2014,847,6977,0.121398882040992
"222","Rylan",1968,2014,2756,22707,0.121372264059541
"223","Tyrek",1975,2014,243,2009,0.120955699352912
"224","Rayan",1973,2014,439,3632,0.120870044052863
"225","Deegan",1997,2014,259,2143,0.120858609426038
"226","Camden",1915,2014,3881,32169,0.12064409835556
"227","Maddox",1995,2014,2554,21187,0.120545617595695
"228","Rowan",1916,2014,1531,12703,0.12052271117059
"229","Jasmine",1974,2013,151,1253,0.120510774142059
"230","Keenen",1976,2014,134,1114,0.120287253141831
"231","Ashtin",1986,2014,145,1206,0.120232172470978
"232","Maximus",1997,2014,2118,17659,0.119938841383997
"233","Taven",1986,2014,158,1318,0.119878603945372
"234","Chace",1970,2014,511,4270,0.119672131147541
"235","Bowen",1913,2014,489,4109,0.119007057678267
"236","Kannon",1972,2014,232,1962,0.118246687054027
"237","Keifer",1970,2014,131,1108,0.118231046931408
"238","Alistair",1956,2014,175,1482,0.11808367071525
"239","Keyshawn",1983,2014,430,3646,0.117937465715853
"240","Coltyn",1989,2014,128,1087,0.117755289788408
"241","Maximiliano",1917,2014,1198,10177,0.117716419377027
"242","Brysen",1983,2014,225,1913,0.117616309461579
"243","Shepherd",1886,2014,157,1335,0.117602996254682
"244","Toriano",1970,2014,135,1149,0.117493472584856
"245","Korbyn",1990,2014,197,1677,0.11747167561121
"246","Nash",1910,2014,867,7385,0.117400135409614
"247","Yariel",1991,2014,126,1074,0.11731843575419
"248","Koda",1984,2014,181,1544,0.117227979274611
"249","Deion",1962,2014,567,4859,0.116690677094052
"250","Kamarion",1998,2014,170,1458,0.116598079561043
"251","Jasiah",1991,2014,414,3554,0.11648846370287
"252","Seneca",1975,2014,179,1537,0.116460637605725
"253","Luka",1975,2014,489,4201,0.116400856938824
"254","Thatcher",1965,2014,254,2185,0.116247139588101
"255","Ansh",1998,2014,138,1188,0.116161616161616
"256","Davonta",1987,2014,134,1154,0.116117850953206
"257","Fitzgerald",1919,2014,125,1077,0.116063138347261
"258","Coen",1991,2014,237,2046,0.1158357771261
"259","Kiel",1961,2014,277,2395,0.115657620041754
"260","River",1971,2014,1223,10618,0.115181766811076
"261","Zyaire",1994,2014,181,1573,0.115066751430388
"262","Zaden",1999,2014,170,1483,0.114632501685772
"263","Spenser",1968,2014,333,2905,0.114629948364888
"264","Landyn",1984,2014,827,7218,0.114574674425048
"265","Maddix",2002,2014,121,1059,0.114258734655335
"266","Jariel",1982,2014,151,1324,0.11404833836858
"267","Tegan",1984,2014,202,1776,0.113738738738739
"268","Brycen",1976,2014,995,8773,0.113416163228086
"269","Demarion",1983,2014,315,2784,0.113146551724138
"270","Axel",1880,2014,3035,26841,0.113073283409709
"271","Tayshawn",1991,2014,128,1133,0.11297440423654
"272","Montel",1950,2014,162,1434,0.112970711297071
"273","Killian",1915,2014,535,4738,0.112916842549599
"274","Bailey",1880,2014,2294,20347,0.112743893448666
"275","Malakhi",1999,2014,128,1137,0.112576956904134
"276","Damarion",1983,2014,422,3757,0.112323662496673
"277","Devonta",1982,2014,320,2849,0.112320112320112
"278","Tre",1974,2014,586,5218,0.112303564584132
"279","Koa",1978,2014,118,1051,0.112274024738344
"280","Jaydin",1994,2014,302,2694,0.112100965107647
"281","Benicio",1988,2014,182,1624,0.112068965517241
"282","Cason",1973,2014,723,6454,0.112023551286024
"283","Lachlan",1952,2014,236,2109,0.11190137505927
"284","Darrin",1947,2014,3257,29107,0.111897481705432
"285","Adler",1985,2014,155,1386,0.111832611832612
"286","Shakur",1987,2014,118,1056,0.111742424242424
"287","Kiefer",1988,2014,204,1826,0.111719605695509
"288","Judah",1912,2014,1514,13553,0.111709584593817
"289","Memphis",1916,2014,428,3835,0.111603650586701
"290","Khai",1977,2014,118,1059,0.111425873465534
"291","Karson",1966,2014,1028,9227,0.111412159965319
"292","Lisandro",1958,2014,179,1607,0.111387678904792
"293","Ayden",1990,2014,6211,55808,0.111292287844037
"294","Dondre",1970,2014,167,1501,0.111259160559627
"295","Brody",1954,2014,6297,56599,0.111256382621601
"296","Bryden",1977,2014,149,1341,0.111111111111111
"297","Jaedyn",1998,2014,189,1710,0.110526315789474
"298","Lyric",1928,2014,274,2482,0.110394842868654
"299","Jaidon",1995,2014,134,1215,0.110288065843621
"300","Taurean",1981,2014,231,2097,0.110157367668097
"301","Malakai",1988,2014,532,4853,0.109622913661653
"302","Daunte",1974,2014,159,1452,0.109504132231405
"303","Eden",1917,2014,447,4093,0.109210847788908
"304","Sutton",1912,2014,204,1875,0.1088
"305","Kingsley",1907,2014,308,2831,0.10879547862946
"306","Kobe",1989,2014,1552,14305,0.108493533729465
"307","Tab",1953,2013,120,1107,0.10840108401084
"308","Abdirahman",1994,2014,141,1301,0.108378170637971
"309","Cash",1885,2014,1475,13613,0.108352310291633
"310","Brodey",1985,2014,112,1034,0.108317214700193
"311","Karsen",1991,2014,200,1852,0.107991360691145
"312","Maddux",1996,2014,208,1928,0.107883817427386
"313","Jacquez",1984,2014,168,1559,0.107761385503528
"314","Jael",1979,2014,200,1857,0.107700592353258
"315","Ishaan",1990,2014,280,2610,0.10727969348659
"316","Payne",1900,2014,121,1128,0.107269503546099
"317","Jaidyn",1998,2014,273,2551,0.107016856134849
"318","Dequan",1975,2014,377,3525,0.106950354609929
"319","Jamarion",1985,2014,640,5990,0.106844741235392
"320","Jaziel",1986,2014,149,1397,0.106657122405154
"321","Broden",1993,2014,140,1313,0.106626047220107
"322","Ezra",1880,2014,3372,31685,0.106422597443585
"323","Mychal",1978,2014,203,1909,0.106338397066527
"324","Grayden",1918,2014,146,1374,0.106259097525473
"325","Jameer",1988,2014,126,1187,0.106149957877001
"326","Tayden",1995,2014,168,1583,0.10612760581175
"327","Destry",1955,2014,149,1404,0.106125356125356
"328","Boden",1965,2014,207,1953,0.105990783410138
"329","Kabir",1976,2014,124,1173,0.105711849957374
"330","Remy",1914,2014,424,4017,0.10555140652228
"331","Marcanthony",1971,2014,137,1299,0.105465742879138
"332","Akeem",1972,2014,570,5409,0.105379922351636
"333","Kadin",1984,2014,489,4649,0.105183910518391
"334","Jadyn",1994,2014,335,3189,0.105048604578238
"335","Waylon",1911,2014,1486,14162,0.104928682389493
"336","Abdullahi",1993,2014,113,1077,0.104921077065924
"337","Jagger",1991,2014,466,4452,0.104672057502246
"338","Kolt",1982,2014,133,1271,0.104642014162077
"339","Koen",1996,2014,242,2320,0.104310344827586
"340","Jenson",1979,2014,119,1141,0.104294478527607
"341","Cohen",1912,2014,984,9435,0.10429252782194
"342","Dillion",1976,2014,354,3401,0.104087033225522
"343","Arjun",1967,2014,648,6226,0.104079665917122
"344","Khamari",1995,2014,119,1144,0.104020979020979
"345","Wilder",1914,2014,128,1233,0.103811841038118
"346","Nikolai",1960,2014,513,4945,0.103741152679474
"347","Brooklyn",1982,2014,120,1158,0.103626943005181
"348","Coty",1956,2014,558,5386,0.103601930932046
"349","Kadyn",1994,2014,258,2491,0.103572862304295
"350","Jaydan",1992,2014,248,2397,0.103462661660409
"351","Jayvion",1993,2014,221,2143,0.103126458236118
"352","Romello",1994,2014,164,1593,0.102950408035154
"353","Achilles",1912,2014,169,1646,0.102673147023086
"354","Chevy",1976,2014,236,2301,0.102564102564103
"355","Om",1983,2014,153,1493,0.102478231748158
"356","Zander",1915,2014,1591,15533,0.102427090710101
"357","Callum",1983,2014,325,3174,0.10239445494644
"358","Landry",1917,2014,352,3446,0.102147417295415
"359","Ahmir",1991,2014,145,1423,0.101897399859452
"360","Jayden",1977,2014,17263,169456,0.101873052591823
"361","Haiden",1990,2014,284,2789,0.10182861240588
"362","Cayden",1990,2014,2747,26989,0.101782207566045
"363","Rakeem",1975,2014,183,1800,0.101666666666667
"364","Landin",1983,2014,227,2233,0.101656963725929
"365","Oakley",1884,2014,394,3879,0.101572570250064
"366","Amauri",1983,2014,115,1133,0.101500441306267
"367","Jalen",1976,2014,3513,34615,0.101487794308826
"368","Aiden",1970,2014,16000,157918,0.101318405754885
"369","Jesiah",1976,2014,193,1907,0.101206082852648
"370","Samantha",1965,2014,120,1186,0.101180438448567
"371","Landan",1980,2014,197,1949,0.101077475628527
"372","Aydan",1993,2014,454,4492,0.10106856634016
"373","Sullivan",1884,2014,628,6214,0.101062117798519
"374","Aston",1915,2014,160,1584,0.101010101010101
"375","Zayd",1974,2014,163,1614,0.100991325898389
"376","Xavior",1989,2014,106,1050,0.100952380952381
"377","Bradyn",1989,2014,407,4040,0.100742574257426
"378","Dominque",1968,2014,237,2353,0.100722481937952
"379","Mehki",1997,2014,109,1083,0.100646352723915
"380","Kyren",1990,2014,161,1601,0.100562148657089
"381","Dijon",1966,2014,132,1313,0.100533130236101
"382","Kooper",1990,2014,184,1834,0.100327153762268
"383","Davonte",1982,2014,414,4128,0.100290697674419
"384","Kim",1912,2014,3490,34841,0.100169340719268
"385","Silas",1880,2014,3391,33862,0.100141751816195
"386","Jadin",1993,2014,144,1438,0.100139082058414
"387","Dariel",1927,2014,262,2620,0.1
"388","Jett",1892,2014,1014,10145,0.0999507146377526
"389","Braedyn",1992,2014,181,1811,0.0999447818884594
"390","Jacen",1970,2014,171,1713,0.0998248686514886
"391","Teegan",1993,2014,109,1092,0.0998168498168498
"392","Yahya",1972,2014,173,1735,0.0997118155619597
"393","Caiden",1990,2014,1401,14067,0.0995947963318405
"394","Aydin",1984,2014,392,3940,0.099492385786802
"395","Jakoby",1991,2014,103,1036,0.0994208494208494
"396","Malik",1949,2014,4023,40466,0.0994167943458706
"397","Alexavier",1989,2014,164,1651,0.0993337371290127
"398","Cormac",1956,2014,195,1966,0.0991861648016277
"399","Jaelyn",1993,2014,102,1029,0.0991253644314869
"400","Matteo",1911,2014,829,8364,0.0991152558584409
"401","Corbyn",1987,2014,183,1850,0.0989189189189189
"402","Savion",1989,2014,386,3903,0.0988982833717653
"403","Kaeden",1994,2014,362,3666,0.0987452264048009
"404","Alaric",1949,2014,150,1520,0.0986842105263158
"405","Matheus",1988,2014,104,1054,0.0986717267552182
"406","Zakariya",1989,2014,104,1054,0.0986717267552182
"407","Tiago",1982,2014,142,1440,0.0986111111111111
"408","Aidan",1936,2014,10061,102126,0.0985155592111705
"409","Rogan",1970,2014,110,1117,0.0984780662488809
"410","Jaiden",1991,2014,2333,23710,0.0983973007169971
"411","Atreyu",1985,2014,130,1322,0.0983358547655068
"412","Xander",1990,2014,1824,18556,0.0982970467773227
"413","Tavin",1981,2014,152,1547,0.0982546864899806
"414","Juanpablo",1977,2014,145,1478,0.098105548037889
"415","Karol",1911,2014,132,1346,0.0980683506686478
"416","Aedan",1988,2014,282,2876,0.0980528511821975
"417","Makai",1989,2014,360,3676,0.0979325353645267
"418","Javien",1989,2014,126,1288,0.0978260869565217
"419","Mekhi",1995,2014,861,8802,0.0978186775732788
"420","Davien",1977,2014,101,1034,0.097678916827853
"421","Treyson",1990,2014,119,1223,0.0973017170891251
"422","Dorien",1970,2014,103,1060,0.0971698113207547
"423","Kayleb",1987,2014,171,1760,0.0971590909090909
"424","Elyjah",1994,2014,123,1268,0.0970031545741325
"425","Kamari",1978,2014,500,5161,0.0968804495252858
"426","Gatlin",1981,2014,157,1621,0.0968537939543492
"427","Ander",1908,2014,102,1061,0.0961357210179076
"428","Boaz",1928,2014,125,1302,0.0960061443932412
"429","Jair",1971,2014,480,5008,0.0958466453674121
"430","Keshon",1975,2014,106,1107,0.0957542908762421
"431","Tiffany",1962,2004,114,1191,0.0957178841309824
"432","Yaseen",1980,2014,143,1494,0.0957161981258367
"433","Boone",1889,2014,193,2017,0.0956866633614279
"434","Tyce",1942,2014,169,1767,0.0956423316355405
"435","Musa",1970,2014,202,2113,0.0955986748698533
"436","Jordi",1967,2014,217,2275,0.0953846153846154
"437","Kylen",1981,2014,209,2194,0.0952597994530538
"438","Emir",1970,2014,181,1901,0.0952130457653866
"439","Jomar",1973,2014,153,1607,0.0952084629744866
"440","Jude",1912,2014,2564,26946,0.0951532695019669
"441","Caden",1979,2014,5043,53020,0.0951150509241796
"442","Westin",1981,2014,340,3577,0.0950517193178641
"443","Teagan",1986,2014,382,4020,0.0950248756218905
"444","Tavian",1985,2014,169,1780,0.0949438202247191
"445","Dakari",1974,2014,139,1468,0.0946866485013624
"446","Kian",1970,2014,565,5971,0.0946240160777089
"447","Aamir",1974,2014,135,1427,0.094604064470918
"448","Landen",1969,2014,1974,20889,0.0944994973430992
"449","Korbin",1976,2014,540,5718,0.0944386149003148
"450","Izayah",1994,2014,267,2828,0.0944130127298444
"451","Tariq",1963,2014,514,5446,0.0943811972089607
"452","Leeland",1915,2014,182,1929,0.0943494038361846
"453","Bryer",1990,2014,98,1039,0.0943214629451396
"454","Jaeden",1994,2014,421,4465,0.0942889137737962
"455","Brayden",1970,2014,9098,96518,0.0942622101576908
"456","Phineas",1880,2014,141,1496,0.0942513368983957
"457","Damir",1974,2014,110,1168,0.0941780821917808
"458","Korben",1989,2014,127,1349,0.0941438102297999
"459","Malaki",1989,2014,278,2956,0.0940460081190798
"460","Tyreese",1969,2014,169,1798,0.0939933259176863
"461","Adriel",1952,2014,691,7356,0.093936922240348
"462","Haydon",1920,2014,94,1001,0.0939060939060939
"463","Jayven",1993,2014,120,1281,0.0936768149882904
"464","Braxton",1885,2014,3320,35465,0.0936134216833498
"465","Makhi",1996,2014,242,2586,0.0935808197989172
"466","Marley",1914,2014,291,3111,0.0935390549662488
"467","Ashtyn",1990,2014,101,1080,0.0935185185185185
"468","Dawson",1885,2014,2802,29977,0.0934716616072322
"469","Yael",1984,2014,243,2604,0.0933179723502304
"470","Channing",1912,2014,511,5478,0.0932822197882439
"471","Carmello",1913,2014,147,1577,0.0932149651236525
"472","Kamryn",1989,2014,261,2802,0.0931477516059957
"473","Ryland",1912,2014,724,7776,0.0931069958847737
"474","Denim",1973,2014,97,1042,0.0930902111324376
"475","Jaden",1970,2014,6249,67168,0.0930353739876131
"476","Seven",1968,2014,112,1205,0.0929460580912863
"477","Cadence",1992,2014,107,1152,0.0928819444444444
"478","Lennon",1913,2014,358,3855,0.0928664072632944
"479","Jakai",1994,2014,122,1314,0.0928462709284627
"480","Zamir",1987,2014,148,1597,0.0926737633061991
"481","Syncere",1999,2014,119,1286,0.0925349922239502
"482","Giovani",1970,2014,519,5610,0.0925133689839572
"483","Kolbe",1989,2014,102,1104,0.0923913043478261
"484","Kyran",1933,2014,188,2040,0.092156862745098
"485","Graeme",1933,2014,201,2182,0.0921173235563703
"486","Ashton",1881,2014,5429,58982,0.0920450306873283
"487","Stoney",1922,2014,259,2814,0.0920398009950249
"488","Javion",1984,2014,448,4876,0.0918785890073831
"489","Milan",1885,2014,748,8155,0.0917228694052728
"490","Josias",1975,2014,147,1604,0.091645885286783
"491","Neo",1990,2014,116,1266,0.0916271721958926
"492","Damari",1988,2014,241,2633,0.0915305734903152
"493","Cael",1989,2014,272,2977,0.0913671481357071
"494","Weston",1882,2014,2944,32263,0.0912500387440722
"495","Jedediah",1970,2014,249,2730,0.0912087912087912
"496","Zavion",1985,2014,199,2187,0.0909922267946959
"497","Braiden",1984,2014,563,6192,0.0909237726098191
"498","Rhys",1929,2014,578,6358,0.0909090909090909
"499","Jaydon",1979,2014,706,7789,0.0906406470663757
"500","Aldair",1989,2014,102,1127,0.0905057675244011
"501","Yair",1976,2014,311,3441,0.0903807032839291
"502","Jadan",1994,2014,99,1096,0.0903284671532847
"503","Tyreek",1974,2014,182,2015,0.0903225806451613
"504","Jarod",1966,2014,1045,11578,0.0902573846951114
"505","Kaden",1977,2014,4740,52622,0.0900763939036905
"506","Gauge",1990,2014,327,3631,0.0900578353070779
"507","Ethyn",1989,2014,109,1212,0.0899339933993399
"508","Kael",1969,2014,251,2791,0.0899319240415622
"509","Giovany",1981,2014,127,1415,0.0897526501766784
