"","Name","MinYear","MaxYear","MaxCount","SumCount","Perc"
"190","Rayleigh",1995,2014,174,1163,0.149613069647463
"191","Amora",1984,2014,200,1345,0.148698884758364
"192","Makinley",1996,2014,174,1171,0.148590947907771
"193","Journi",1993,2014,157,1057,0.148533585619678
"194","Addisen",1993,2014,149,1005,0.148258706467662
"195","Jaeda",1977,2014,346,2341,0.147800085433575
"196","Ximena",1966,2014,2323,15739,0.147595145816126
"197","Alayah",1992,2014,548,3714,0.147549811523963
"198","Leighton",1956,2014,568,3854,0.147379346133887
"199","Quinn",1948,2014,2643,17951,0.147234137373962
"200","Bentley",1986,2014,287,1951,0.147104049205536
"201","Azalea",1902,2014,582,3965,0.146784363177806
"202","Brynley",1992,2014,203,1387,0.146359048305696
"203","Lylah",1916,2014,467,3200,0.1459375
"204","Qiana",1970,2014,370,2538,0.145784081954295
"205","Ariyah",1998,2014,306,2101,0.145644930985245
"206","Cambree",1992,2014,203,1396,0.14541547277937
"207","Alyanna",1994,2014,151,1044,0.14463601532567
"208","Seraphina",1916,2014,175,1212,0.144389438943894
"209","Coretta",1909,2014,336,2329,0.144267926148562
"210","Elliot",1961,2014,367,2547,0.144091087553985
"211","Shardae",1985,2013,200,1399,0.142959256611866
"212","Giuliana",1958,2014,1071,7497,0.142857142857143
"213","Darian",1940,2014,868,6083,0.142692750287687
"214","Pyper",1978,2014,271,1901,0.14255654918464
"215","Saanvi",2002,2014,312,2189,0.142530835998173
"216","Shalon",1961,2011,168,1180,0.142372881355932
"217","Kamora",1979,2014,288,2026,0.142152023692004
"218","Yaretzy",1998,2014,229,1612,0.142059553349876
"219","Kaidence",2002,2014,304,2140,0.142056074766355
"220","Laisha",1977,2014,323,2275,0.141978021978022
"221","Saphira",1996,2014,144,1015,0.141871921182266
"222","Nariyah",2002,2014,146,1030,0.141747572815534
"223","Liv",1956,2014,357,2520,0.141666666666667
"224","Litzy",1999,2014,810,5721,0.141583639223912
"225","Taja",1968,2014,258,1824,0.141447368421053
"226","Zaylee",2000,2014,181,1281,0.141295862607338
"227","Emiliana",1982,2014,145,1031,0.140640155189137
"228","Lizbet",1974,2014,167,1190,0.140336134453782
"229","Elliott",1917,2014,329,2346,0.140238704177323
"230","Nayely",1986,2014,331,2362,0.140135478408129
"231","Eris",1913,2014,226,1617,0.139764996907854
"232","Brinley",1987,2014,692,4953,0.139713305067636
"233","Annaleigh",1985,2014,192,1378,0.13933236574746
"234","Evalynn",1915,2014,205,1473,0.139171758316361
"235","Cher",1948,2014,235,1692,0.138888888888889
"236","Kahlan",1997,2014,155,1118,0.138640429338104
"237","Malayah",1994,2014,210,1515,0.138613861386139
"238","Cambrie",1986,2014,162,1170,0.138461538461538
"239","Adison",1989,2014,400,2892,0.138312586445367
"240","Norah",1880,2014,1994,14432,0.138165188470067
"241","Glynis",1939,2008,278,2014,0.138033763654419
"242","Brinlee",1992,2014,167,1215,0.137448559670782
"243","Aanya",1998,2014,266,1936,0.137396694214876
"244","Elliana",1986,2014,1089,7943,0.137101850686139
"245","Maliyah",1994,2014,1115,8162,0.136608674344523
"246","Sade",1985,2014,1245,9124,0.136453309951776
"247","Sloane",1958,2014,874,6406,0.136434592569466
"248","Khalilah",1975,2014,205,1503,0.136393878908849
"249","Averie",1985,2014,852,6256,0.13618925831202
"250","Anitra",1923,2013,595,4379,0.13587577072391
"251","Avah",1923,2014,393,2898,0.135610766045549
"252","Tamatha",1960,1996,381,2811,0.135538954108858
"253","Izzabella",1998,2014,205,1520,0.134868421052632
"254","Shenna",1948,2000,179,1328,0.134789156626506
"255","Jelisa",1980,2013,145,1076,0.134758364312268
"256","Nylah",1992,2014,735,5458,0.134664712348846
"257","Poppy",1919,2014,244,1813,0.134583563154992
"258","Chrissy",1947,2014,559,4164,0.134245917387128
"259","Parker",1970,2014,1386,10357,0.133822535483248
"260","Vivienne",1895,2014,1289,9638,0.133741440132808
"261","Karyme",1996,2014,251,1877,0.133724027703783
"262","Nyah",1980,2014,547,4099,0.133447182239571
"263","Cali",1959,2014,1652,12405,0.133172108020959
"264","Adyson",1994,2014,473,3556,0.133014623172103
"265","Aaralyn",2003,2014,136,1023,0.132942326490714
"266","Remi",1963,2014,429,3228,0.132899628252788
"267","Nakia",1973,2014,1135,8541,0.132888420559653
"268","Imogen",1915,2014,160,1205,0.132780082987552
"269","Laylah",1975,2014,493,3738,0.131888710540396
"270","Charlee",1914,2014,1043,7916,0.131758463870642
"271","Lilith",1913,2014,447,3393,0.131741821396994
"272","Andreina",1954,2014,156,1185,0.131645569620253
"273","Debi",1946,2006,503,3825,0.131503267973856
"274","Willow",1890,2014,2373,18068,0.13133717068851
"275","Lillyana",1995,2014,287,2187,0.131229995427526
"276","Ember",1946,2014,729,5572,0.130832735104092
"277","Sinead",1975,2014,160,1227,0.13039934800326
"278","Bria",1973,2014,1698,13024,0.130374692874693
"279","Briseyda",1990,2014,166,1274,0.130298273155416
"280","Jordin",1981,2014,511,3924,0.130224260958206
"281","Kenley",1978,2014,613,4710,0.130148619957537
"282","Evelynn",1914,2014,731,5618,0.130117479530082
"283","January",1951,2014,257,1976,0.130060728744939
"284","Maci",1973,2014,1729,13323,0.129775576071455
"285","Catherin",1913,2014,143,1105,0.129411764705882
"286","Kora",1942,2014,407,3147,0.129329520177947
"287","Zoey",1967,2014,7452,57701,0.129148541619729
"288","Sable",1923,2014,180,1395,0.129032258064516
"289","Elin",1893,2014,428,3318,0.128993369499699
"290","Tea",1976,2014,290,2249,0.12894619831036
"291","Kelis",2000,2014,277,2150,0.128837209302326
"292","Rhylee",1993,2014,132,1025,0.128780487804878
"293","Jerilynn",1941,2014,162,1259,0.128673550436855
"294","Mckinley",1978,2014,850,6606,0.128670905237663
"295","Journey",1981,2014,1110,8647,0.128368220191974
"296","Giada",2000,2014,374,2917,0.128213918409325
"297","Barb",1938,1972,493,3853,0.127952245003893
"298","Irie",1919,2014,147,1151,0.127715030408341
"299","Arleth",1991,2014,314,2463,0.127486804709704
"300","Grisel",1954,2014,204,1601,0.127420362273579
"301","Maliya",1994,2014,191,1499,0.127418278852568
"302","Hayden",1969,2014,2661,20897,0.127338852466861
"303","Addyson",1990,2014,1615,12698,0.127185383524965
"304","Maisy",1991,2014,179,1409,0.127040454222853
"305","Persephone",1962,2014,199,1567,0.126994256541161
"306","Sharyn",1932,2014,919,7238,0.126968775904946
"307","Ahsley",1977,2009,151,1190,0.126890756302521
"308","Jurnee",1994,2014,286,2257,0.126716880815241
"309","Bev",1940,1971,127,1003,0.126620139581256
"310","Nova",1885,2014,1121,8855,0.126595143986448
"311","London",1963,2014,3443,27229,0.126446068529876
"312","Avianna",1989,2014,316,2501,0.126349460215914
"313","Aila",1920,2014,157,1243,0.126307320997586
"314","Emerson",1993,2014,1670,13225,0.126275992438563
"315","Penelope",1880,2014,5062,40122,0.126165196151737
"316","Kylene",1948,2014,205,1625,0.126153846153846
"317","Saylor",1992,2014,350,2777,0.126035289881167
"318","Esme",1913,2014,337,2675,0.125981308411215
"319","Rheta",1893,1974,151,1199,0.125938281901585
"320","Piper",1951,2014,3840,30504,0.12588512981904
"321","Marley",1937,2014,2354,18730,0.125680726107848
"322","Kayden",1992,2014,823,6552,0.125610500610501
"323","Arabelle",1893,2014,137,1091,0.125572868927589
"324","Regine",1915,2012,173,1378,0.125544267053701
"325","Sariyah",1998,2014,288,2297,0.125380931649978
"326","Yoselyn",1985,2014,186,1484,0.12533692722372
"327","Bryleigh",1997,2014,310,2474,0.125303152789006
"328","Kambree",1988,2014,127,1014,0.125246548323471
"329","Kaneisha",1977,2009,127,1014,0.125246548323471
"330","Paityn",1993,2014,466,3730,0.124932975871314
"331","Shania",1970,2014,1835,14689,0.124923412077064
"332","Milana",1947,2014,365,2924,0.124829001367989
"333","Haidyn",1993,2014,166,1330,0.124812030075188
"334","Brittni",1974,2012,746,5985,0.124644945697577
"335","Addisyn",1995,2014,829,6651,0.124642910840475
"336","Jordynn",1988,2014,413,3318,0.124472573839662
"337","Raelyn",1949,2014,776,6236,0.124438742783836
"338","Maliah",1991,2014,354,2847,0.124341412012645
"339","Zariyah",1996,2014,350,2816,0.124289772727273
"340","Yuridia",1979,2014,296,2383,0.124213176668065
"341","Laniyah",1994,2014,295,2376,0.124158249158249
"342","Brielle",1972,2014,2764,22283,0.124040748552708
"343","Amiyah",1994,2014,1051,8474,0.124026433797498
"344","Katalina",1971,2014,334,2696,0.123887240356083
"345","Ariella",1967,2014,839,6773,0.123874206407796
"346","Naya",1974,2014,358,2892,0.123789764868603
"347","Naja",1964,2014,150,1215,0.123456790123457
"348","Yoselin",1982,2014,677,5490,0.123315118397086
"349","Zana",1882,2014,251,2036,0.12328094302554
"350","Female",1981,2014,157,1278,0.122848200312989
"351","Aviana",1981,2014,356,2900,0.122758620689655
"352","Addison",1980,2014,11943,97466,0.122535037859356
"353","Nala",1979,2014,264,2159,0.12227883279296
"354","Sherlyn",1936,2014,887,7255,0.122260509993108
"355","Emmerson",1998,2014,171,1400,0.122142857142857
"356","Kenadi",1994,2014,147,1207,0.12178956089478
"357","Stephani",1940,2014,636,5227,0.121675913525923
"358","Akasha",1976,2014,132,1086,0.121546961325967
"359","Phylicia",1968,2014,289,2380,0.121428571428571
"360","Ellianna",1994,2014,245,2018,0.121407333994054
"361","Gracelyn",1924,2014,799,6582,0.121391674263142
"362","Annabella",1912,2014,1265,10431,0.12127312817563
"363","Anayah",1996,2014,201,1662,0.120938628158845
"364","Gemma",1904,2014,1205,9967,0.120898966589746
"365","Betzaida",1957,2014,160,1325,0.120754716981132
"366","Taylin",1990,2014,205,1705,0.120234604105572
"367","Jiya",1995,2014,141,1175,0.12
"368","Anabella",1960,2014,581,4844,0.119942196531792
"369","Rebeccah",1951,2013,186,1553,0.119768190598841
"370","Shanae",1967,2014,409,3415,0.119765739385066
"371","Tarrah",1971,2014,128,1069,0.119738072965388
"372","Nautica",1992,2014,246,2056,0.119649805447471
"373","Colbie",1983,2014,179,1498,0.119492656875834
"374","Keira",1962,2014,3022,25306,0.119418319766063
"375","Esha",1975,2014,184,1541,0.119402985074627
"376","Josslyn",1953,2014,179,1502,0.119174434087883
"377","Lillyanna",1994,2014,243,2045,0.118826405867971
"378","Aniston",1998,2014,179,1507,0.11877903118779
"379","Kadyn",1993,2014,144,1213,0.118713932399011
"380","Brittnay",1979,2006,192,1619,0.118591723285979
"381","Harmoni",1977,2014,247,2083,0.118578972635622
"382","Saniyah",1997,2014,596,5027,0.118559777203103
"383","Mikaylah",1993,2014,156,1317,0.118451025056948
"384","Suri",1958,2014,244,2061,0.118389131489568
"385","Ariah",1991,2014,407,3438,0.118382780686446
"386","Gidget",1946,2011,187,1580,0.118354430379747
"387","Braelyn",1991,2014,732,6187,0.118312590916438
"388","Nayeli",1977,2014,1845,15601,0.118261649894238
"389","Kamila",1963,2014,859,7267,0.118205586899683
"390","Yuna",1983,2014,125,1060,0.117924528301887
"391","Anyla",1998,2014,139,1179,0.117896522476675
"392","Aneesa",1967,2014,159,1350,0.117777777777778
"393","Scarlette",1940,2014,293,2492,0.117576243980738
"394","Taelyn",1995,2014,142,1208,0.117549668874172
"395","Issabella",1994,2014,135,1149,0.117493472584856
"396","Jadyn",1981,2014,1312,11189,0.117258021270891
"397","Camila",1914,2014,5194,44318,0.117198429532019
"398","Ardeth",1912,1963,121,1033,0.117134559535334
"399","Dafne",1988,2014,224,1913,0.117093570308416
"400","Analy",1986,2014,170,1453,0.116999311768754
"401","Lisha",1954,2011,275,2351,0.116971501488728
"402","Jaydin",1995,2014,125,1069,0.116931711880262
"403","Tatyana",1964,2014,1161,9936,0.116847826086957
"404","Nicollette",1967,2013,143,1224,0.116830065359477
"405","Maylee",1969,2014,236,2022,0.116716122650841
"406","Marquitta",1938,2005,138,1183,0.11665257819104
"407","Joell",1939,2012,120,1029,0.116618075801749
"408","Preslee",1990,2014,230,1973,0.116573745565129
"409","Caydence",2002,2014,300,2575,0.116504854368932
"410","Jocelyne",1945,2014,461,3957,0.116502400808693
"411","Alianna",1986,2014,263,2258,0.116474756421612
"412","Rylan",1992,2014,398,3419,0.116408306522375
"413","Saniya",1987,2014,654,5623,0.116308020629557
"414","Maisie",1890,2014,431,3707,0.116266522794713
"415","Dejah",1973,2014,341,2945,0.115789473684211
"416","Denver",1913,2014,122,1055,0.11563981042654
"417","Skylynn",1988,2014,185,1603,0.115408608858391
"418","Prisha",2001,2014,131,1136,0.115316901408451
"419","Aubri",1973,2014,363,3151,0.115201523325928
"420","Myla",1913,2014,948,8234,0.115132377945106
"421","Briar",1972,2014,155,1347,0.115070527097253
"422","Kenlee",1993,2014,141,1226,0.115008156606852
"423","Raeleigh",1994,2014,128,1115,0.114798206278027
"424","Janyla",1998,2014,120,1046,0.11472275334608
"425","Teegan",1985,2014,121,1055,0.114691943127962
"426","Brittaney",1978,2013,375,3275,0.114503816793893
"427","Kanisha",1971,2014,293,2559,0.114497850722939
"428","Lillyann",1988,2014,179,1564,0.114450127877238
"429","Tatyanna",1987,2014,218,1909,0.114195914091147
"430","Lailah",1981,2014,449,3933,0.114162217137046
"431","Karizma",1990,2014,121,1060,0.114150943396226
"432","Rashida",1964,2014,338,2963,0.114073574080324
"433","Gabriell",1970,2014,144,1263,0.114014251781473
"434","Madilynn",1987,2014,649,5704,0.113779803646564
"435","Kairi",1980,2014,304,2673,0.113729891507669
"436","Nallely",1978,2014,306,2691,0.11371237458194
"437","Payten",1992,2014,310,2729,0.113594723341883
"438","Emmeline",1888,2014,297,2626,0.113099771515613
"439","Shannen",1961,2012,216,1910,0.113089005235602
"440","Kanesha",1972,2012,198,1752,0.113013698630137
"441","Bella",1880,2014,5109,45249,0.11290857256514
"442","Valentina",1897,2014,2769,24527,0.112895992171892
"443","Kaydance",2002,2014,144,1277,0.112764291307753
"444","Amia",1965,2014,392,3479,0.112676056338028
"445","Miriah",1973,2014,201,1784,0.112668161434978
"446","Jahzara",2002,2014,122,1084,0.112546125461255
"447","Cicely",1917,2014,256,2278,0.112379280070237
"448","Daniyah",1998,2014,125,1113,0.112309074573226
"449","Brylee",1991,2014,771,6873,0.112178088171104
"450","Lyla",1884,2014,2414,21534,0.112101792514164
"451","Hailie",1978,2014,594,5302,0.112033195020747
"452","Sanai",1994,2014,297,2661,0.111612175873732
"453","Velvet",1920,2014,332,2977,0.111521666106819
"454","Ellison",1914,2014,300,2691,0.111482720178372
"455","Tomika",1964,1997,310,2781,0.111470693994966
"456","Yashica",1969,2013,116,1041,0.111431316042267
"457","Liya",1992,2014,117,1050,0.111428571428571
"458","Presley",1977,2014,1733,15576,0.111260914227016
"459","Latoya",1960,2014,5050,45412,0.111204087025456
"460","Skylah",1991,2014,162,1458,0.111111111111111
"461","Pam",1915,1996,3678,33127,0.111027258731548
"462","Raylee",1988,2014,273,2461,0.110930516050386
"463","Elodie",1881,2014,207,1868,0.110813704496788
"464","Taytum",1992,2014,147,1327,0.110776186887717
"465","Kamdyn",1998,2014,133,1201,0.110741049125729
"466","Mariajose",1983,2014,171,1545,0.110679611650485
"467","Chyna",1979,2014,573,5178,0.110660486674392
"468","Abril",1969,2014,737,6667,0.110544472776361
"469","Jaden",1982,2014,1446,13093,0.110440693500344
"470","Crystle",1952,2000,131,1187,0.110362257792755
"471","Lizbeth",1924,2014,2569,23284,0.110333276069404
"472","Janya",1968,2014,233,2112,0.11032196969697
"473","Cherelle",1963,2012,184,1669,0.110245656081486
"474","Jenesis",1982,2014,244,2215,0.110158013544018
"475","Braylin",1995,2014,112,1017,0.110127826941986
"476","Crysta",1960,2014,195,1771,0.110107284020328
"477","Chynna",1979,2014,242,2198,0.110100090991811
"478","Yulisa",1979,2014,198,1799,0.1100611450806
"479","Zaniah",1994,2014,130,1182,0.109983079526227
"480","Emory",1915,2014,373,3394,0.109899823217443
"481","Latara",1968,2013,153,1394,0.109756097560976
"482","Janiyah",1995,2014,992,9039,0.109746653390862
"483","Clarisa",1911,2014,323,2945,0.109677419354839
"484","Shanique",1970,2013,185,1689,0.109532267613973
"485","Saniah",1999,2014,148,1352,0.109467455621302
"486","Aleeyah",1993,2014,111,1014,0.109467455621302
"487","Aubriana",1987,2014,257,2349,0.109408258833546
"488","Izabella",1987,2014,2249,20566,0.109355246523388
"489","Haiden",1991,2014,136,1244,0.109324758842444
"490","Channing",1969,2014,330,3019,0.109307717787347
"491","Carter",1918,2014,355,3248,0.10929802955665
"492","Marleigh",1985,2014,285,2609,0.109237255653507
"493","Jayleen",1954,2014,800,7327,0.109185205404668
"494","Marlie",1937,2014,306,2803,0.109168747770246
"495","Cayden",1994,2014,167,1532,0.109007832898172
"496","Malaya",1977,2014,446,4093,0.10896652821891
"497","Deyanira",1962,2014,201,1846,0.108884073672806
"498","Beatrix",1883,2014,205,1883,0.108868826340945
"499","Ashante",1971,2014,157,1443,0.108801108801109
"500","Lilyana",1981,2014,643,5915,0.108706677937447
"501","Nayelli",1988,2014,115,1058,0.108695652173913
"502","Jazzlynn",1984,2014,123,1134,0.108465608465608
"503","Brittny",1972,2013,388,3578,0.108440469536054
"504","Jorja",1942,2014,267,2467,0.108228617754358
"505","Lorelai",2001,2014,376,3475,0.108201438848921
"506","Anjanette",1963,2014,276,2551,0.108192865542924
"507","Kloey",1996,2014,152,1405,0.108185053380783
"508","Ezra",1915,2014,155,1433,0.108164689462666
